label,Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
342-U1410A-025X-4-0.34,232.34,59.2,3.53,73.7,2.6,1.0
342-U1405A-025H-6-0.22,232.42,72.9,23.39,49.1,-0.5,0.0
359-U1471A-025H-7-0.39,232.49,61.3,42.461,51.3,1.9,3.8
194-1195B-025X-4-1.03,232.63,60.9,21.8,57.78,-0.67,9.01
342-U1406A-028X-1-0.3,232.7,52.2,25.89,61.5,-0.2,3.6
342-U1403A-027X-6-1.08,232.78,46.5,14.32,53.7,12.7,28.0
342-U1403A-027X-6-1.08,232.78,46.5,14.32,53.7,12.7,28.0
194-1192A-029H-1-0.8,232.8,52.8,32.4,54.91,-0.12,10.4
194-1196B-044Z-1-0.01,232.91,31.6,15.6,61.97,3.04,13.26
317-U1351B-028X-4-0.5,233.0,43.4,58.25,44.8,-1.3,0.5
194-1192B-009X-3-0.8,233.2,52.9,18.6,53.17,0.0,9.14
194-1192B-009X-3-0.8,233.2,52.9,18.6,53.17,0.0,9.14
342-U1407A-028X-1-1.32,233.22,49.5,7.42,77.4,4.6,-8.0
342-U1411B-026X-6-0.38,233.28,51.7,31.57,49.4,0.1,-1.9
342-U1404A-027H-4-0.31,233.41,58.8,42.23,49.0,0.1,0.0
359-U1471A-026H-1-0.84,233.44,60.6,37.067,47.0,1.5,8.2
342-U1405A-025H-7-0.15,233.47,73.8,22.1,40.9,-0.7,0.7
342-U1407A-028X-2-0.34,233.74,55.4,7.77,80.4,0.7,-3.9
359-U1468A-040X-1-0.42,233.82,46.4,24.086,51.5,2.3,9.8
194-1195B-025X-5-0.8,233.9,66.4,17.4,55.6,-0.55,10.02
194-1195B-025X-5-0.8,233.9,66.4,17.4,55.6,-0.55,10.02
317-U1354C-021X-2-1.48,233.98,40.6,58.927,48.6,-1.0,1.1
342-U1406A-028X-2-0.26,234.16,54.9,23.53,58.6,-0.5,6.9
194-1192A-029H-2-0.8,234.3,56.9,23.8,58.25,-0.34,9.86
342-U1411B-026X-7-0.1,234.41,51.1,30.53,53.2,-0.5,-0.1
342-U1405A-026H-1-0.27,234.47,78.6,17.13,43.5,0.0,1.2
317-U1351B-028X-5-0.5,234.5,43.5,60.717,43.0,-1.3,0.5
194-1192B-009X-4-0.8,234.7,60.1,22.8,56.98,-0.17,10.22
194-1193A-044X-1-0.8,234.8,44.4,31.4,47.6,-1.68,3.6
342-U1404A-027H-5-0.38,234.98,60.7,43.39,51.4,0.1,1.4
342-U1403A-028X-1-1.1,235.0,48.8,7.28,61.7,7.9,12.5
317-U1352B-026H-6-0.58,235.2,46.4,49.207,45.6,-0.1,-0.9
342-U1411B-027X-1-0.21,235.21,51.3,34.37,51.7,0.1,-2.4
317-U1351B-028X-6-0.065,235.26,49.9,53.795,44.7,-1.7,0.6
342-U1407A-028X-3-0.36,235.26,49.2,6.12,77.3,-0.3,-2.6
194-1195B-025X-6-0.8,235.4,65.1,18.0,57.37,-0.91,9.84
359-U1467B-027H-2-0.61,235.51,52.6,15.291,49.2,0.9,6.6
342-U1406A-028X-3-0.29,235.69,52.1,23.8,54.2,0.2,5.0
194-1192A-029H-3-0.8,235.8,49.7,27.2,53.88,-0.66,8.07
342-U1405A-026H-3-0.3,235.83,74.1,22.93,45.8,-0.1,1.1
342-U1405A-026H-3-0.3,235.83,74.1,22.93,45.8,-0.1,1.1
194-1194B-015R-1-0.97,235.87,44.6,35.4,47.91,-1.88,3.91
194-1194B-015R-1-0.97,235.87,44.6,35.4,47.91,-1.88,3.91
342-U1411B-027X-2-0.1,236.13,49.4,34.32,52.5,-0.2,0.6
194-1192B-009X-5-0.8,236.2,56.4,28.8,53.18,-0.49,11.74
342-U1403A-028X-2-0.83,236.23,49.7,7.91,62.6,7.5,15.7
194-1193A-044X-2-0.8,236.3,51.5,26.2,44.15,-1.42,4.74
359-U1471A-026H-3-0.77,236.37,54.7,28.388,51.5,1.4,9.6
342-U1411B-027X-3-0.1,236.81,49.6,34.96,50.3,-0.2,0.7
342-U1404A-028H-1-0.38,236.88,63.2,37.29,45.1,-2.2,2.2
342-U1404A-028H-1-0.38,236.88,63.2,37.29,45.1,-2.2,2.2
342-U1407A-028X-4-0.54,236.94,54.8,8.96,71.4,0.3,-2.1
342-U1406A-028X-4-0.31,237.21,52.1,21.64,53.5,0.5,3.4
342-U1406A-028X-4-0.31,237.21,52.1,21.64,53.5,0.5,3.4
194-1192A-029H-4-0.8,237.3,50.7,19.2,59.56,-0.31,10.53
342-U1410A-026X-1-0.22,237.32,53.5,4.22,80.3,2.7,0.7
342-U1405A-026H-4-0.3,237.34,71.2,26.52,34.4,-1.7,2.7
194-1195B-026X-1-0.8,237.5,62.7,24.4,58.44,-1.11,8.48
194-1194B-015R-2-1.15,237.51,42.2,32.4,50.83,-1.16,6.56
342-U1403A-028X-3-0.63,237.53,51.8,12.0,57.8,8.2,16.5
342-U1408A-027X-1-0.79,237.69,53.2,4.62,78.1,5.9,3.4
194-1193A-044X-3-0.8,237.8,46.5,35.6,46.84,-1.35,4.18
194-1194B-015R-3-0.07,237.93,41.1,29.4,53.78,-1.47,6.8
342-U1405A-026H-5-0.3,238.33,74.8,22.44,38.4,-2.2,2.8
342-U1404A-028H-2-0.38,238.38,62.0,37.85,51.7,-0.9,1.2
342-U1411B-027X-4-0.35,238.47,52.7,19.32,45.9,1.8,8.6
317-U1351B-029X-1-1.0,238.5,42.8,63.5,45.2,-1.3,0.2
342-U1407A-028X-5-0.68,238.58,48.8,13.6,69.5,0.2,-1.1
194-1195B-026X-2-0.43,238.6,61.7,21.8,57.23,-1.48,7.76
342-U1406A-028X-5-0.3,238.7,52.9,21.43,54.9,-0.1,5.0
194-1192A-029H-5-0.8,238.8,53.8,27.0,53.2,-0.39,8.95
194-1193A-044X-4-0.4,238.9,51.5,31.4,46.38,-1.24,3.66
342-U1410A-026X-2-0.41,239.01,50.8,3.47,84.8,5.5,0.7
342-U1408A-027X-2-0.69,239.09,56.7,4.06,85.3,7.1,5.3
359-U1471A-026H-5-0.53,239.13,58.7,36.166,54.3,1.7,8.9
317-U1352B-027H-2-1.14,239.34,48.7,51.226,43.4,0.1,-1.5
359-U1466A-038X-1-0.74,239.34,49.9,24.171,46.3,2.4,7.7
342-U1407A-028X-6-0.35,239.35,44.4,10.68,68.6,-0.3,-1.1
342-U1403A-028X-4-0.95,239.35,58.7,10.1,61.6,7.1,12.9
194-1193A-045X-1-0.8,239.6,50.2,33.6,42.88,-1.66,5.46
342-U1411B-027X-5-0.21,239.82,50.2,31.53,57.2,0.4,-1.6
342-U1404A-028H-3-0.38,239.88,60.6,37.86,47.8,-0.8,1.9
317-U1351B-029X-2-1.0,240.0,44.2,64.07,43.2,-1.4,0.6
317-U1351B-029X-2-1.0,240.0,44.2,64.07,43.2,-1.4,0.6
342-U1406A-028X-6-0.27,240.17,52.7,17.9,,1.1,2.7
194-1192A-029H-6-0.8,240.3,56.2,24.6,50.69,-0.5,8.07
342-U1410A-026X-3-0.25,240.35,57.8,3.19,84.7,4.1,-0.2
359-U1467B-027H-5-1.0,240.4,56.0,12.49,53.2,1.5,4.1
194-1195B-026X-3-0.8,240.47,65.8,20.0,57.41,-1.39,9.8
342-U1405A-026H-7-0.3,240.73,73.8,26.37,44.8,-1.0,-0.1
342-U1408A-027X-3-0.84,240.74,54.2,3.78,63.3,4.6,2.8
359-U1466A-038X-2-0.7,240.8,49.0,24.558,31.9,2.7,2.7
342-U1403A-028X-5-0.93,240.83,56.5,12.87,52.5,12.9,28.1
194-1193A-045X-2-0.8,241.1,49.6,30.0,38.11,-1.33,4.63
317-U1353B-051H-1-0.22,241.12,38.3,30.152,34.8,0.8,-0.8
342-U1411B-027X-6-0.11,241.22,49.2,31.78,47.8,-1.4,3.2
342-U1404A-028H-4-0.33,241.33,61.7,38.57,50.2,-0.7,-0.2
194-1192B-010X-2-0.9,241.4,55.6,20.2,56.43,-0.71,12.68
342-U1406A-028X-7-0.3,241.46,50.9,22.97,62.5,0.8,2.5
194-1192A-029H-7-0.46,241.46,57.9,19.2,58.58,-0.05,10.62
317-U1351B-029X-3-1.0,241.5,44.0,64.9,40.7,-2.0,0.6
317-U1351B-029X-3-1.0,241.5,44.0,64.9,40.7,-2.0,0.6
342-U1403A-028X-6-0.14,241.54,56.0,14.23,53.9,10.4,23.7
317-U1352B-027H-4-0.49,241.69,43.4,42.787,32.8,0.8,-1.1
342-U1411B-027X-7-0.19,241.81,47.0,39.34,52.2,0.3,-0.4
342-U1410A-026X-4-0.25,241.85,54.8,3.48,86.9,4.0,0.3
194-1195B-026X-4-0.8,241.97,63.9,27.0,55.42,-1.21,8.36
342-U1407A-029X-1-0.48,241.98,48.5,7.96,77.9,1.2,-0.8
359-U1471A-026H-7-0.48,242.08,53.2,27.153,43.9,1.5,8.6
342-U1408A-027X-4-0.78,242.18,56.2,5.04,71.8,6.8,9.2
342-U1406A-029X-1-0.38,242.28,51.6,14.48,76.4,2.2,1.6
342-U1405A-027X-1-0.42,242.32,77.3,19.05,42.6,0.5,-0.4
194-1193A-045X-3-0.8,242.6,44.4,29.6,39.77,-1.02,3.98
342-U1404A-028H-5-0.3,242.8,60.1,37.49,42.9,-0.8,1.1
194-1195B-026X-5-0.2,242.87,62.6,32.0,55.32,-1.37,8.34
359-U1471A-027H-1-0.81,242.91,53.3,35.361,55.6,1.5,7.9
317-U1351B-029X-4-1.0,243.0,44.5,63.913,36.5,-1.9,0.6
342-U1410A-026X-5-0.17,243.27,57.3,5.68,78.9,6.3,7.1
342-U1407A-029X-2-0.36,243.36,46.9,7.78,73.7,1.7,2.7
342-U1407A-029X-2-0.36,243.36,46.9,7.78,73.7,1.7,2.7
317-U1354C-022X-2-1.48,243.48,41.6,45.057,40.4,-0.4,0.6
317-U1354C-022X-2-1.48,243.48,41.6,45.057,40.4,-0.4,0.6
317-U1352B-027H-5-0.83,243.53,47.9,36.681,44.1,0.1,1.3
342-U1408A-027X-5-0.73,243.63,57.4,4.63,62.7,7.2,9.6
342-U1406A-029X-2-0.38,243.78,51.0,15.22,74.0,4.7,6.1
342-U1406A-029X-2-0.38,243.78,51.0,15.22,74.0,4.7,6.1
194-1193A-045X-4-0.8,244.1,48.1,31.2,42.88,-1.45,6.66
194-1192B-010X-4-0.8,244.3,57.8,21.4,58.46,-0.59,8.81
194-1193A-046X-1-0.8,244.4,46.2,30.6,45.25,-0.99,6.13
194-1193A-046X-1-0.8,244.4,46.2,30.6,45.25,-0.99,6.13
317-U1353B-052H-2-0.05,244.45,40.4,54.485,46.0,-0.4,0.3
342-U1404A-029H-1-0.38,244.48,66.4,32.14,46.6,-1.1,1.4
317-U1351B-029X-5-1.0,244.5,41.9,65.45,43.5,-1.1,0.3
342-U1408A-027X-6-0.34,244.74,60.9,4.32,60.7,4.7,7.9
359-U1467B-028H-2-0.34,244.74,57.9,13.401,47.9,1.8,5.7
342-U1408A-027X-6-0.34,244.74,60.9,4.32,60.7,4.7,7.9
342-U1411B-028X-1-0.38,244.98,53.0,30.92,44.9,-1.0,1.8
342-U1410A-026X-6-0.41,245.01,47.1,5.63,78.9,6.0,5.0
317-U1352B-027H-6-0.84,245.04,48.7,25.448,42.7,0.0,1.0
342-U1407A-029X-3-0.54,245.04,48.0,9.91,68.0,3.2,7.5
194-1193A-045X-5-0.3,245.1,48.5,27.0,45.35,-0.96,6.7
342-U1406A-029X-3-0.38,245.28,56.5,16.53,75.6,5.7,6.0
342-U1405A-027X-3-0.38,245.28,75.1,22.045,41.7,0.3,-1.2
317-U1353B-053H-1-0.58,245.68,35.0,54.83,46.4,-0.4,0.4
317-U1353B-054H-1-0.09,245.89,36.3,51.718,47.5,-0.5,0.4
342-U1408A-027X-7-0.18,245.89,63.6,4.62,52.6,4.3,8.4
359-U1471A-027H-3-0.8,245.9,52.2,18.471,53.3,1.4,10.1
342-U1404A-029H-2-0.38,245.98,67.1,34.15,45.9,-0.7,0.7
317-U1351B-029X-6-1.0,246.0,41.4,68.633,40.4,-1.1,0.0
194-1193A-046X-2-1.06,246.16,42.6,34.2,50.03,-1.05,6.43
342-U1407A-029X-4-0.29,246.29,46.1,8.14,81.6,4.9,5.6
317-U1352B-028H-1-0.24,246.44,48.5,38.526,40.2,0.5,1.6
317-U1352B-028H-1-0.24,246.44,48.5,38.526,40.2,0.5,1.6
342-U1406A-029X-4-0.35,246.45,60.5,12.58,68.2,4.2,7.0
342-U1411B-028X-2-0.38,246.48,50.4,31.14,50.6,-0.1,0.0
359-U1470B-010R-CC-0.01,246.51,14.8,51.566,31.9,3.4,-2.4
342-U1405A-027X-4-0.2,246.6,75.8,20.47,36.7,-1.8,3.1
317-U1352B-028H-1-0.79,246.99,45.8,66.615,43.7,-0.6,-0.3
194-1195B-027X-1-0.8,247.1,61.8,22.6,58.04,-2.31,10.2
342-U1410A-027X-1-0.44,247.14,50.9,4.65,83.3,7.6,7.6
194-1193A-046X-3-0.68,247.28,44.3,44.6,53.06,-0.67,6.5
342-U1404A-029H-3-0.38,247.48,66.5,49.84,48.1,-1.3,2.6
317-U1351B-030X-1-0.65,247.75,37.5,37.442,35.6,0.6,-0.7
342-U1407A-029X-5-0.3,247.8,43.6,9.89,72.2,5.9,4.0
342-U1406A-029X-5-0.33,247.93,52.0,7.47,54.6,5.9,9.2
342-U1406A-029X-5-0.33,247.93,52.0,7.47,54.6,5.9,9.2
342-U1411B-028X-3-0.43,248.03,48.8,35.93,50.6,0.9,-1.7
194-1195B-027X-2-0.8,248.6,63.4,32.0,56.71,-2.76,10.42
359-U1471A-027H-5-0.61,248.71,53.2,20.281,50.1,1.6,9.4
342-U1410A-027X-2-0.54,248.74,47.2,4.83,52.9,5.8,8.6
342-U1404A-029H-4-0.38,248.98,70.3,36.03,41.8,0.3,2.9
194-1193A-046X-4-0.9,249.0,42.2,28.2,45.84,-0.09,7.43
194-1193A-046X-4-0.9,249.0,42.2,28.2,45.84,-0.09,7.43
317-U1351B-030X-2-0.57,249.17,44.4,48.12,33.5,0.6,-1.0
342-U1407A-029X-6-0.4,249.4,44.7,10.06,77.3,7.2,6.7
342-U1406A-029X-6-0.32,249.42,49.2,6.95,61.1,5.9,10.0
342-U1411B-028X-4-0.38,249.48,49.4,32.15,50.3,-0.7,2.5
317-U1353B-055H-2-0.97,249.61,40.9,49.104,42.4,-0.5,1.5
317-U1352B-028H-3-0.7,249.83,43.9,33.705,41.6,-0.1,3.3
194-1195B-027X-3-0.8,250.1,62.7,27.2,58.64,-3.12,10.17
342-U1410A-027X-3-0.47,250.17,49.6,3.57,81.4,8.9,8.5
342-U1404A-029H-5-0.38,250.48,64.6,44.22,43.1,-2.2,2.1
317-U1352B-028H-4-0.38,250.51,43.0,62.149,45.0,-1.3,1.5
317-U1351B-030X-3-0.7,250.8,41.7,46.898,34.8,0.1,-0.4
342-U1411B-028X-5-0.4,251.0,49.3,32.81,46.4,-0.6,2.8
342-U1407A-030X-1-0.38,251.48,44.6,7.16,79.2,3.3,7.5
359-U1471A-027H-7-0.39,251.49,53.2,18.727,50.5,1.9,5.9
317-U1353B-056H-1-1.33,251.53,41.5,51.451,35.2,0.0,0.1
317-U1353B-056H-1-1.33,251.53,41.5,51.451,35.2,0.0,0.1
194-1195B-027X-4-0.8,251.6,56.2,30.0,56.27,-0.93,12.02
342-U1405A-028X-1-0.29,251.79,73.7,16.01,40.9,0.8,-1.6
342-U1406A-030X-1-0.39,251.89,49.6,4.08,69.4,4.7,11.1
342-U1404A-029H-6-0.38,251.98,62.3,39.38,49.4,-0.4,0.4
342-U1410A-027X-4-0.94,252.14,42.3,6.89,76.7,5.8,4.7
342-U1410A-027X-4-0.94,252.14,42.3,6.89,76.7,5.8,4.7
317-U1353B-057H-1-0.55,252.15,37.7,46.477,49.9,-0.2,0.9
317-U1351B-030X-4-0.7,252.3,40.0,50.118,34.5,0.1,0.3
342-U1411B-028X-6-0.22,252.32,47.8,36.62,50.8,-0.6,-0.9
317-U1352B-029H-1-1.14,252.34,44.6,60.71,48.8,-0.3,-1.0
359-U1471A-028H-1-0.84,252.44,50.6,27.281,49.8,1.8,4.9
342-U1405A-028X-2-0.22,252.92,76.3,19.26,40.9,0.1,-0.6
194-1195B-027X-5-0.8,253.1,59.8,19.0,56.17,-1.51,11.38
342-U1404A-030H-1-0.3,253.3,58.1,40.5,42.3,-0.3,0.8
342-U1406A-030X-2-0.39,253.39,51.9,4.52,40.4,2.9,2.3
342-U1410A-027X-5-0.74,253.44,48.5,6.09,85.3,6.2,4.6
342-U1407A-030X-2-1.07,253.67,42.7,6.66,79.2,4.0,3.7
194-1193A-047X-1-0.75,253.85,51.7,31.4,53.91,0.03,10.21
342-U1411B-028X-7-0.4,253.91,47.7,38.34,59.9,1.8,-5.1
342-U1411B-028X-7-0.4,253.91,47.7,38.34,59.9,1.8,-5.1
317-U1351B-030X-5-1.0,254.1,34.8,59.619,37.1,-0.6,0.3
359-U1471A-028H-2-1.1,254.2,58.6,51.291,49.4,1.5,9.3
317-U1352B-029H-3-0.1,254.3,42.7,54.566,45.3,-0.4,-1.1
317-U1351B-030X-6-0.14,254.34,42.9,59.471,47.3,-1.0,0.9
342-U1407A-030X-3-0.32,254.42,50.3,8.35,83.3,3.9,1.8
317-U1353B-058H-1-0.84,254.44,37.1,61.444,40.6,-0.7,1.1
342-U1404A-030H-2-0.22,254.47,60.2,40.75,49.9,-1.4,1.7
342-U1410A-027X-6-0.33,254.53,50.6,5.5,80.0,9.4,9.2
359-U1467B-029H-2-0.67,254.57,50.0,14.561,46.0,0.8,8.9
194-1195B-027X-6-0.8,254.6,62.8,28.2,54.61,-1.77,8.68
194-1194B-017R-1-0.48,254.68,38.4,27.2,43.8,-0.86,3.48
194-1194B-017R-2-0.11,255.18,41.1,23.8,49.31,-1.36,5.42
194-1194B-017R-2-0.11,255.18,41.1,23.8,49.31,-1.36,5.42
359-U1471A-028H-3-0.62,255.22,51.1,24.274,43.6,1.9,9.0
317-U1352B-029H-3-1.14,255.34,43.5,54.506,52.4,-0.8,0.3
194-1193A-047X-2-0.8,255.4,44.5,32.6,55.97,-0.74,7.96
342-U1404A-030H-3-0.36,255.5,60.7,39.29,45.8,-2.6,2.7
342-U1407A-030X-4-0.39,255.99,42.6,8.23,81.3,4.3,2.8
194-1194B-017R-2-1.31,256.38,44.0,20.0,54.81,0.33,11.14
342-U1406A-031X-1-0.63,256.43,47.8,5.78,58.7,4.9,9.6
342-U1410A-028X-1-0.29,256.59,51.0,4.62,54.3,4.0,2.1
194-1195B-028X-1-0.8,256.7,65.8,29.2,58.18,-2.13,10.65
194-1193A-047X-3-0.8,256.9,48.0,26.2,54.99,-0.61,8.57
342-U1404A-030H-4-0.38,257.02,59.7,40.02,46.8,-1.1,1.0
317-U1351B-031X-1-0.32,257.02,39.4,50.169,39.9,-0.7,1.0
317-U1351B-031X-1-0.32,257.02,39.4,50.169,39.9,-0.7,1.0
342-U1407A-030X-5-0.39,257.29,42.3,10.69,79.4,3.6,4.0
317-U1353B-060H-1-1.21,257.31,38.7,50.719,34.3,-0.6,1.3
342-U1410A-028X-2-0.05,257.85,48.6,4.54,71.2,6.7,8.5
317-U1353B-061X-CC-0.23,257.93,36.6,49.572,38.2,-1.0,2.0
342-U1406A-031X-2-0.81,258.11,50.2,6.53,48.8,3.3,4.1
194-1195B-028X-2-0.8,258.2,53.2,25.0,60.71,-1.05,10.98
194-1195B-028X-2-0.8,258.2,53.2,25.0,60.71,-1.05,10.98
342-U1404A-030H-5-0.13,258.27,60.7,40.49,49.3,-1.0,1.0
194-1193A-047X-4-0.8,258.4,45.3,31.8,54.62,-0.61,7.3
317-U1352B-030H-1-0.73,258.43,44.5,58.692,49.3,-1.4,1.0
317-U1352B-030H-1-0.73,258.43,44.5,58.692,49.3,-1.4,1.0
342-U1407A-030X-6-0.42,258.51,46.0,11.85,75.3,5.4,3.2
317-U1351B-031X-2-0.39,258.59,41.3,35.696,40.5,-0.3,1.1
359-U1466A-040F-1-0.99,259.09,47.7,31.731,50.6,2.6,7.0
342-U1406A-031X-3-0.57,259.37,54.5,5.11,53.2,,11.3
317-U1352B-030H-2-0.2,259.4,46.1,54.853,56.0,-1.9,1.0
359-U1467B-029H-5-1.17,259.57,57.7,15.89,42.5,1.3,7.2
359-U1471A-028H-6-0.51,259.61,53.7,21.753,42.2,1.6,6.1
359-U1471A-028H-6-0.51,259.61,53.7,21.753,42.2,1.6,6.1
194-1195B-028X-3-0.8,259.7,60.3,38.4,59.38,-2.25,9.91
194-1193A-047X-5-0.83,259.93,43.4,27.2,49.52,-0.63,9.75
342-U1404A-031H-1-0.38,260.08,60.7,42.5,49.9,-1.9,4.7
317-U1351B-031X-3-0.39,260.09,44.1,50.606,38.1,-1.1,2.0
359-U1466A-040F-2-0.74,260.34,49.5,32.554,46.7,2.5,10.3
359-U1466A-040F-2-0.74,260.34,49.5,32.554,46.7,2.5,10.3
342-U1407A-031X-1-0.38,261.08,44.6,10.63,72.6,3.3,3.0
194-1195B-028X-4-0.8,261.2,62.4,30.0,58.93,-1.79,11.2
194-1193A-047X-6-0.73,261.33,41.9,23.2,44.66,-0.18,10.67
342-U1405A-029X-1-0.29,261.39,76.5,17.66,38.6,0.3,0.2
342-U1406A-032X-1-0.43,261.43,56.9,3.68,59.7,5.4,9.5
342-U1406A-032X-1-0.43,261.43,56.9,3.68,59.7,5.4,9.5
317-U1352B-030H-3-0.86,261.56,44.9,55.965,45.6,-1.5,1.3
342-U1404A-031H-2-0.38,261.58,56.8,43.43,50.8,-0.1,3.1
317-U1351B-031X-4-0.39,261.59,42.5,58.236,44.7,-0.8,0.3
194-1192B-012X-3-0.4,261.6,54.7,57.8,53.04,-0.63,8.26
359-U1466A-040F-3-0.59,261.69,48.5,29.11,47.1,2.1,8.1
317-U1351B-031X-4-0.66,261.86,47.4,58.682,46.8,-1.1,0.3
359-U1471A-029H-1-0.84,261.94,52.6,21.784,45.4,1.8,5.4
359-U1471A-029H-1-0.84,261.94,52.6,21.784,45.4,1.8,5.4
342-U1407A-031X-2-0.38,262.58,42.4,10.98,75.0,4.5,2.5
359-U1467B-030H-1-0.73,262.63,53.5,16.451,49.3,1.7,4.0
342-U1406A-032X-2-0.18,262.68,57.5,4.21,59.7,5.8,8.7
194-1195B-028X-5-0.8,262.7,53.1,31.0,55.29,-1.9,11.72
342-U1405A-029X-2-0.28,262.88,74.6,20.77,38.6,-0.5,0.5
342-U1404A-031H-3-0.3,263.0,58.6,42.86,48.8,-0.6,1.4
317-U1351B-031X-5-0.39,263.09,41.3,61.029,40.2,-1.6,1.3
359-U1468A-043X-1-0.83,263.33,49.5,23.441,49.9,2.3,11.6
317-U1353B-062X-CC-0.21,263.41,36.9,48.865,41.1,-1.2,2.9
359-U1466A-041F-1-0.74,263.54,46.9,23.918,53.1,1.8,15.0
359-U1466A-041F-1-0.74,263.54,46.9,23.918,53.1,1.8,15.0
194-1193A-048X-1-0.93,263.63,45.8,30.6,49.39,0.11,10.96
317-U1352B-030H-5-0.22,263.92,43.1,55.999,43.4,-1.2,1.6
342-U1407A-031X-3-0.38,264.08,38.8,9.49,79.6,4.3,2.2
342-U1406A-032X-3-0.21,264.21,60.3,4.82,52.2,5.7,13.5
194-1194B-018R-CC-0.47,264.27,45.4,18.8,41.41,-0.3,4.47
342-U1404A-031H-4-0.1,264.3,56.9,39.46,53.5,-0.4,0.2
342-U1405A-029X-3-0.28,264.38,73.3,23.74,39.1,-0.4,-0.6
359-U1471A-029H-3-0.67,264.77,56.1,43.071,47.2,2.2,3.6
194-1193A-048X-2-0.68,264.88,44.1,21.8,53.9,0.12,8.74
359-U1466A-041F-2-0.7,265.0,47.4,21.504,52.5,2.1,14.1
342-U1406A-032X-4-0.38,265.53,65.8,5.12,36.4,1.5,0.2
342-U1407A-031X-4-0.38,265.58,40.8,12.11,77.3,4.3,3.3
359-U1467B-030H-3-0.73,265.63,57.8,18.024,45.7,1.7,4.0
194-1193A-048X-3-0.66,265.86,46.5,27.6,45.84,0.59,6.83
359-U1470B-012R-CC-0.01,265.91,10.6,51.566,65.8,6.1,5.7
342-U1404A-032H-2-0.25,265.91,59.3,50.73,49.6,-0.9,0.1
194-1195B-029X-1-0.8,266.3,48.4,21.0,53.33,-1.44,10.33
359-U1466A-041F-3-0.74,266.54,48.4,21.338,50.3,2.3,11.6
317-U1351B-032X-1-0.7,267.0,43.0,59.195,44.1,-1.0,0.7
342-U1407A-031X-5-0.39,267.09,48.9,10.35,75.8,4.9,3.6
342-U1404A-032H-3-0.38,267.36,61.5,34.76,46.2,-1.9,1.4
194-1195B-029X-2-0.8,267.8,53.7,25.6,52.03,-0.89,9.54
359-U1471A-029H-5-0.87,267.97,51.9,17.451,49.3,1.6,7.9
342-U1407A-031X-6-0.18,267.98,45.5,8.57,65.9,3.9,9.9
359-U1466A-042F-1-0.61,268.11,48.5,32.424,50.7,2.6,8.8
317-U1351B-032X-2-0.7,268.5,45.2,57.645,42.2,-0.9,1.1
359-U1467B-030H-5-0.73,268.63,58.5,20.984,44.7,1.2,4.8
342-U1404A-032H-4-0.3,268.78,59.8,33.18,52.2,-1.3,2.2
317-U1352B-031H-2-0.22,268.92,46.3,54.226,45.6,-1.5,1.2
317-U1352B-031H-2-0.22,268.92,46.3,54.226,45.6,-1.5,1.2
194-1195B-029X-3-0.8,269.3,49.9,24.0,55.06,-1.02,9.43
359-U1466A-042F-2-0.57,269.57,52.7,37.45,48.1,2.4,9.2
359-U1466A-042F-2-0.57,269.57,52.7,37.45,48.1,2.4,9.2
317-U1351B-032X-3-0.5,269.8,38.2,43.447,37.7,-0.5,0.5
317-U1353B-063X-1-0.59,270.19,40.6,60.873,35.9,-0.8,0.5
317-U1351B-032X-3-1.0,270.3,41.0,53.066,36.3,-0.4,-0.9
359-U1471A-029H-7-0.58,270.68,54.5,29.393,47.6,1.4,6.2
194-1195B-029X-4-0.8,270.8,47.8,25.8,56.18,-1.14,9.71
194-1195B-029X-4-0.8,270.8,47.8,25.8,56.18,-1.14,9.71
342-U1406A-033X-1-0.22,270.82,58.7,2.64,65.7,5.6,6.4
359-U1466A-042F-3-0.56,271.06,47.8,32.443,50.8,2.0,13.8
359-U1467B-030H-7-0.39,271.29,55.1,19.341,44.6,1.4,4.9
342-U1405A-030X-1-0.69,271.39,66.3,24.67,44.9,0.3,-1.8
359-U1471A-030H-2-0.58,271.72,53.7,20.456,47.9,2.1,4.8
359-U1466A-042F-4-0.24,271.74,44.3,45.117,49.8,1.7,14.4
317-U1352B-031H-5-0.89,271.9,46.8,56.905,42.9,-1.4,1.5
342-U1404A-033X-1-1.12,272.12,61.0,26.98,50.0,-0.3,-0.3
359-U1467B-031H-1-0.74,272.14,52.1,21.878,44.2,1.0,8.1
194-1195B-029X-5-0.8,272.3,49.2,20.4,52.48,-1.08,11.41
342-U1406A-033X-2-0.29,272.31,57.9,3.56,60.6,5.9,13.3
342-U1405A-030X-2-0.52,272.33,68.0,23.92,41.5,-0.5,-1.2
342-U1405A-030X-2-0.52,272.33,68.0,23.92,41.5,-0.5,-1.2
342-U1404A-033X-2-0.22,272.72,65.0,28.76,50.8,-1.7,2.1
359-U1466A-043F-1-0.76,272.96,44.5,25.631,55.7,1.7,12.3
359-U1468A-044X-1-0.79,272.99,45.9,27.484,53.0,2.2,12.5
194-1193A-049X-1-0.8,273.1,41.1,30.4,54.8,0.14,8.93
194-1193A-049X-1-0.8,273.1,41.1,30.4,54.8,0.14,8.93
194-1194B-019R-1-0.62,274.02,42.2,20.6,57.39,-0.16,9.77
342-U1406A-033X-3-0.73,274.09,55.8,3.44,64.2,4.7,6.2
342-U1404A-033X-3-0.35,274.35,66.8,31.46,44.2,-1.8,3.9
